id,txt,class
9816,Maulvi ko Sach Karva Lenge Sameer Bhai theek Kiya,negative
9817,समीर ने इस्लाम को पढ़ा ही नही है और नेशनल मीडिया पे झूठ bak रहा है जाके sam stallone से बात कर लो वहा तो रो दोगे बेटा और zaid patel की स्ट्रीम में जाके भी झूठे साबित हुए थे काफिर कही के। इस्लाम हक है और गालिब होकर रहेगा इंशाल्लाह 💪💪,negative
9818,Tum loge to jahan numi ho jo Aag mein jaloge inshaallah bhuton ki Puja karne walon 😂😭😭💯💯💥💢🖕🖕☝️☝️🌺,negative
9819,Islam ghalat hai ya sahi Koi hota kaun hai Islam ke bare me jankari dene wala himmat hai to sanatan dharm ke bare me bolo,negative
9820,Muslam apne ladkiyo ko ilm de,negative
9821,मौलवी जलेबियां बना रहा है 🤣🤣🤣🤣,negative
9822,पहली बार सुन रहे हैं कि अल्ला बाद मे पैद हुआ और उनके अवतार पहले आ गये 🤣 ये साले कौन सा माल फूक्ते हैं 🤣 पागल,negative
9823,"Maulana ki aand fat gae 😂 javab dene ki jagha word change to RSS🤣, Islam ka pool khol diya Sameer ne.",negative
9824,in mullo walo ko namaz padne ke liye sarak chahi ye to masjid kis liye hai,negative
9825,सऊदी पाक वालै बोलतै है।हिंदुसतान का मुसलमान मुसलीम नही है।।और हिंदुसतान का मुसलमान बोलता है।यै हिंदु नही है।🤣🤣।।।।तो इनहे पैदा करके किसनै छोड दिया🤣🤣।।पता करो यारो🤣🤣🤣🤣।।मै लट लेकर आता हु😉,negative
9826,Road pe Pooja Iss desh Mei Nawaz Nhi honi chahiye,negative
9827,Kya kehta hai Islam kehta hai kafirrrro ki agli pichli sujha dalo 😂🤣🤣🤣🤣,negative
9828,Molana Sahab logo ko sabut chahiye,negative
9829,Waha lakho muslim namaz padte he aur yaha ek pandit pooja kar rha he. Isse kya hoga bhai. Hum log police ke rehamo Karam pe zinda he. Divides hindus can never succeed,negative
9830,Real me muslim ki awaaz uthate h madarchodo akhilesh kaha gaya,negative
9831,"Devi ji, Kahaa.n se pakad laati hai n aise topi baaz Maulana?",negative
9832,Aaj to mollana sahab ne point right bola .....supreme power ak hai .....baki sab devi devta hai .....ya messanger hai,negative
9833,Aatnkistan kayer gadddar nasl Tum dharti ke bojh ho tum do pair ke janver ho tumhara vinash nikat hae bhikhari desh,negative
9834,Hmare muslman बच्चे nikal gye hmare hath Ab debate kr rha hai apne baap se 🚩🚩 Agar sach hai too like kre 👇,negative
9835,kyoun jhoot bolte ho maulana islaam me bache bache ko seekhaya jaata hai ke kalima padne wala hi jannat jaayega dusre mazhab ka manne wala jahannum jaayega,negative
9836,Sabke Abba Musalman ke Abba Hindu ke Abba sikhon ke kristanon ke Abba Abba Aadam w.Salam Musalman tha ab batao,negative
9837,Muslim namaas ka karan trafick jam kar rahe ha inko koi lathi dande sa nahi marega train ko bhe rok kar rakha ha train sa mar gaya to sarkar sa paisa mang ne lagenge 🤣🤣🤣🤣🤣,negative
9838,"जन्नत सिर्फ, सिर्फ, सिर्फ मुस्लिम के लिए है ।",negative
9839,Jab kisi kabil molana k palla me aiga to is 'x' muslim ki x m problem aa Jai ga,negative
9840,Muslim Ke Ladkiyo Ko Uthana hoga 😡 kabtak Shant rahe Unhone Insaniyat or sharam Bech di Ham Kyu Chup rahe 🤬🤬,negative
9841,"tyagi ji Islam ke upar jyada divat kijia,taki logoko Islam kya hai samajme aye,",negative
9842,पैदा तो हिंदू ही होते बाद मे मुसलिम बनते है,negative
9843,Ye 1400 saal wale chutiye bhsdk ek fictional charatcter le aye ola hu uber .... Ab wahi guarntee de re 😑😂😂😂😂😂😂chutiya koum,negative
9844,"ye ex muslim bhi, inko murtad kaafir kahte hai,, ye chtur apne aap ko muslimo k beech me rahna pasand karete hai,, ye apne pariwar k saath ailan nhi karte,, ye jab dangga hoga to masjid k aas pass he bhtakte milenge,, bhes badal kr yahi log dangga karvaayenge,,",negative
9845,"Sameer I really ❤love 😍 you bro,,,,, I'm also ex Muslim because of you 🙏🙏,,,,,, bahut rare log hote hai like u,,, jo apne life ka risk leke revolution laa tee hain aur aise jahilana maz🌽hub ka dhoti khol te hain 😂",negative
9846,Ye molana ke sat baitneka hak na hi Sameer sirko kya. Molana ke bbadan se badbu aatha hai kya use khaho. S nan karki aaya kare bejdo,negative
9847,Jo allah paak awr muhammad s.a.w ko chorega ya choregi usko sirf jillat awr ruswai milegi.,negative
9848,"*असल जड को पकडो* .... *समझो* .. मै अफजल हू .... तो मै संविधान के खिलाफ काम कर सक्तता है क्या ❓❓❓❓ मै कलमा पढता..अल्लाह की इबादत करता ❓❓ इसलिए पत्थ फेकना , आगजनी करना , आतंक फैलाना , राष्ट्र के खिलाफ कार्रवाई करने और गुन्हा करने मुझे इस्लाम सिखाता ❓❓क्या❓❓ कही यह सब मदर्सो में तों पढाया नहीं ना जाता हैं‼️❓❓‼️ मै अपने हिसाब से और अपनी सुविधा से इस्लामीक कानून .. शरिया कानून के मूताबीक गैर क्रृत्य कर सक्तता हू ❓❓क्या❓❓ भले इस्लाम मे सही दिखाता हो❓❓ जैसे किसी भी धर्म की जुलूस पर पत्थर फेंकना .. गाली देना .. कूृफर कहना .. हलाल के नाम पर थुंक (spit) खिलाना / परोसना .. धोखेसे कत्तल करना .. गुन्हा हैं ..❓❓ हमारे हिंदू धर्म के हिसाब से गुन्हा हैं ..   (पाप हैं ) 🚩🔱🚩 यही सब गंदगी , गैर क्रृत्य ? ? इस्लाम सिखाता हैं क्या ❓❓❓ ❓ गुन्हा करने वालों को सजा तों मिलता ही हैं.. और मिलना हीं चाहिए‼️ पर इनका फंडा फिक्स हैं.. मै अल्लाह की इबादत कर्ता और कलमा पढ़ता.. तो कुच्छ भी कर सकता‼️ इसलिए भारत मे जबरदस्ती इस्लामीकरण और धर्म के नाम पर शोशण , हत्या कानूनन बंद करों ❎ ❎ बंद करों ❎ ❎ ऐसे हत्यारों को कानूनन सिर्फ और सिर्फ फांसी सजा मुक़र्रर होने चाहिए ‼️ केन्द्र सरकार से अपील है 👍 दंगाइयों का मुफ्त सरकारी कोठा बंद करों ‼️ हिन्दू  प्रोटेक्शन कानून"" पास करके सारे देश में लागू करना चाहिए 🙏👍🙏 देखो ऊपर वाले की लाठी मे देर जरुर हैं .... पर अंधेर नही हैं ..🚩🔱🚩 भगवान के घर देर है , अंधेर नहीं 👍✌👍",negative
9849,"Bilkul muslim ka purwaj hindu hi hain kuyi ki , bahar se 10/12 muslim aya tha india me Or ajjj Pakistan se zada muslim india me hain , ye main nehi bol raha hu History bolta hain.......",negative
9850,marne do inhhe ne Allah se bagawat ki hai mujhe koye afsos munkr jo Allah ka na hua insaan ke kaise hoga,negative
9851,Pinaz ji aap sea jo batmiji kare usea streng se bhaga do ! Ye log kabhi nahi sudharenge?,negative
9852,बात सीधी है जन्नत खुदा की और स्वर्ग ईश्वर की Heven यीशु की अब आपको सोचना है आपको कहां जाना है सभी के नाम अलग है स्थान एक है,negative
9853,Sameer ne aag laga kar khoob maze liye maulana ke chai ki chuski ke sath😂,negative
9854,Qyamat ke din allah tala ki adalat hogi awr har insan ki zindagi ki kitab us ke samne hogi wo qhud faysla lega ke mujhe jannat me jana hae ya jahannam men .agar jahannam ka faysla liya jayega to allah ki mahar bani ke chances baqi hote hayn allah jisko cahe maf karde allah ki marzi hay awr ham uske bande hayn.agar jannat ka faysla hoga to bahut khusi ki bat allah tala ham sab ko jannt wala banay aameen,negative
9855,Muslim bhaiyo bheno sambhal Ker namaz pda kero nhi to koi piche se aaker mar na le 🤫😜🤭,negative
9856,Samir khabiske bache tu musalman hohi nahi sakta,negative
9857,Road namaj ke liye h to saari masjide todo inn bhadwo ki,negative
9858,Sun lo hare mulo Allah ek tharki sirfira aam aadmi tha or kuch bhi nahi aisa usne kya kar diya jo tum itna maante or bade daawe ke sath bolte he uske shivaye koi pujniye nahi he,negative
9859,Are yu kya chutiyapa ha bhai apna ghar me padho na namaj,negative
9860,Abe mullaji kya bakwas kar rahe ho Himmat To Itni hai ki Tumhen Sab Kuchh Dikha Denge Agar Ek baap ki aulad ho to Dekh Lo Tum Aakar tum dogale log,negative
9861,मौलाना कहा तक बचाएगा बे 😂😂😂😂 जाहिलियत सामने aayegi hi 😂😂😂 mein kehta hun jo acha कर्म krega kisi bhi dhrm ka use स्वर्ग मिलेगा ।।। और हां श्री राम का ईश्वर शिव जी है इस हिसाब से तेरे भी हुए 😂😂😂 समीर भाई 🔥,negative
9862,"Sooar ko SOOAR kaha, to, Sooar Ka Banda buraa maan gayaa..",negative
9863,इस बदसूरत मौलाना के अनुसार ईरान की ज्यादातर औरतें आरएसएस की एजेंट है.,negative
9864,Yeh sala chutiyapa bharat me hi hai yeh dharm woh dharm .. ek.desh ek dharm hona chahiye.. in sale dusre dharmo ko khuli chhoot mili hui toh kuch bhi karenge.. bhosdi wale isaiyon aisa agar doosre desh me karte na kabki fansi ho jati.. bharat me yeh dharm parivartan band hona chahiyen.,negative
9865,Ye log muslim elake me jaker Dharm Parivartan ku nahi karte,negative
9866,"शांति दूत खाकी चूहों के साथ मिलकर मुस्लिम मोहल्ले में कुत्तों के झुंड में भौकते है,",negative
9867,"विश्व के सबसे बड़े ईसाई धर्मगुरु ईराक की छोटी सी गलियों से एक असाधारण हस्ती ( आयतुल्ला सिस्तानी ) से मुलाक़ात को जाते हुए! , ईसाई धर्मगुरु ने सिस्तानी साहब से मिलने के लिए समय मांगा था! सिस्तानी साहब ने स्वीकार करते हुए सुरक्षा की पूरी जिम्मेदारी ली , ये वही सिस्तानी साहब हैं जिनके एक फतवे मात्र से इराकी जनता आईएसआईएस के विरुद्ध युद्ध के लिए एकजुट हो गई थी ! ओर कासिम सुलेमानी ने इनके नेतृत्व में रणनीतियां तैयार की थीं ! , ये मुलाकात धार्मिक कट्टरता को बढ़ावा देने वालों के मुंह पर तमाचा है, इस मुलाकात से यही संदेश मिलता है शांतिपूर्वक रहने के लिए और एक दूसरे का सम्मान करने के लिए ज़रूरी नहीं कि धर्म एक हो ! सब भाई भाई हैं ❤️",negative
9868,"Mera maulana to exmuslim hai kyonki mere maulana sach bolta hai, islaam ke maulana ke alawa",negative
9869,"पाकिस्तान, बंगला देश, अफगान तीनों को भारत हल्के में लेता है यहाँ अल्पसंख्यक लोगों पर बहुत ही दबाव है कभी इनकी बेटीयाँ उठाया जाता है कभी इनके घर जलाये जातें हैं, इनको नोकरी नही दी जाती है, इनको अछूत समझा जाता है क्या भारत इनके लिए कुछ नहीं कहेगा, ओआईसी कुछ नहीं कहेगा, ह्यूमन राईट्स चुप है शर्म आनी चाहिए ऐसे लोगों को! जय हिंद!",negative
9870,"मुस्लिम लड़किया अगर मुस्लिम लड़को से ही शादी करेगी तो क्या क्या फायदे है उनके लिए?,? 1. पहला ईमान से हाथ नही धोना पड़ेगा। 2. शराब के नशे में तुम पर अत्याचार नहीं होगा मारा पीटा नही जायेगा। 3. शौहर से बच्चा ना हों ने की सूरत में नियोग नही करवाना पड़ेगा औरो की तरह। 4. शौहर अगर बुरा भी है तो आसानी से तलाक लेकर अपनी जिंदगी दुबारा शुरू कर सकोगी तुमको मिट्टी का तेल या गैस सिलेंडर से जला कर मारा नही जायेगा । 5. गाय का गोबर खाना नही पड़ेगा ,ना ही गाय का मूत्र पीना होगा , बल्कि तुमको ज़म ज़म जैसे पाक पानी को पीने का मौका मिलेगा। 6. ढोंगी बाबा के पास नही जाना होगा गुफा में न ही दुराचार का सामना करना पड़ेगा। 7. तुम्हारे मां बाप भाई बहन सब का सर समाज में हमेशा इज़्जत से ऊंचा रहेगा। 08. तुम्हारे लिए अखीरत में जन्नत के रास्ते खुल जायेंगे। 09 अल्लाह और रसूल सल्लल्लाहू अलैहिवसल्लम तुम से राज़ी होंगे। 10. इस्लाम की एक नसल तुमसे बढ़ेगी। 11. तुम्हारे जिस्म को देवर, ताया, ससुर, मामा,मौसा,जीजा नही ताड़ सकेंगे क्योंकी इस्लाम ने तुमको हिजाब की नेमत दी है। 12. दहेज के लिए तुम्हारी हत्या नही होगी । 13. 5 से 10 गर्लफेंड नही होगी तुम्हारे शौहर की जो बाहर अय्याशी कर सके। इस्लाम ने हराम रिश्ते पर पाबंदी लगा दी है औरों की तरह छूट नही दी गई। 15. मरने के बाद बेदर्दी से जलाई नही जाओगी , बल्कि पूरे सम्मान के साथ दफनाई जाओगी। 16.शौहर के दोस्तो और बॉस को खुश करने के लिए जिस्म की नुमाइश भी नहीं करनी पड़ेगी 17. मायके से कभी रिश्ता खत्म नहीं होगा फायदे तो इतने है की लिखते लिखते टेक्स्ट कम पड़ जाए। याद रखो बहनों जो इज्जत तुमको तुम्हारे दीन ए इस्लाम में मिलेगी वो तुमको कोई और नहीं देगा गैर तुमको सिर्फ नोच कर छोड़ देंगे मार देंगे या बेच देंगे... पोस्ट को कॉपी कीजिए अपनी तरफ से फवाइद के प्वाइंट add कीजिए और शेयर कीजिए🙏",negative
9871,Abe oo owaisi ke supporters ye sun kr bol rahe ho ki owaisi sahi bolte hai baki lecture bhi dekh lo iske bc hai ye sala. jai hind. Bsdk vande matram to bolta nahi ye or isse. Accha bol rahe ho. Isse pucho phele gujrat or mp mai iske baap nai faike the stones. Sala jihadi hai ye.,negative
9872,are bhosdi wale jis time sri ram dharti pr aye the us time to islaam ka janam bhi nhi hua tha,negative
9873,Jo Allah ka nahi. Wo to na ghar ka nahi Ghat.ka Beshak Allah is d...Besht🌃🌃🌹🌹,negative
9874,Mai hota toh sare chuslimo pe gadi chadha deta,negative
9875,Muslaman nahi hai to muslaman ko q suna Raha hai,negative
9876,Ine sab pay madrachod Owaisi kyon nahin bolata Hai kya 😡,negative
9877,Gi muslim ka pubaj hindu hai,negative
9878,Pakistan se ek yudh aur karke pura Pakistan pe kabja karna chahiye,negative
9879,Tum media wale ko rozana ek Naya gadha mil jata hai yaar Kamal he re moulvi tu bhi pahle sale ja kar kuchh padh likh uske Baad debate vebate men Aya kar tumhara madarasa wala chutyapana yahan nahin chalega,negative
9880,India ka new bahut fek ata Hai yarrrr Muslim ko ketna batnam karro go yarrrr,negative
9881,"Sister. Yeshu zinda khudawant hai. Yeshu kisiko dharam nahi badalta. Jeevan badal deta hai our jo apane bola hai sab galat hai satya jano toba karo our jesus sabka hai tumare bolene se kuch nahi honewala khudawant zinda tha, zinda hai our aanewala hai",negative
9882,"Ye Mulla ko Syria aur Afganistan me bhej do waha jannat hai,,khuub burka wali Hoor milegi 🙏🙏",negative
9883,Kalyug aa gya h sbhi log apne dharma ka mzac uda rhe h road pe koi nmaaz Hota h kya Kyo dharm ke name par Bhagwan ka mzac bna rhe h log,negative
9884,Aree bhai aur kitni barabri karoge muslims se hamesha neeche hi dabe rahoge😂👎🏻,negative
9885,Are bhai agar namaz road pe hi padhna h to MAJJID ke liye kahe ladte ho...majjite tod do apni fir padho jaha padhna h,negative
9886,मौलाना की पोल खुल गई सही से तर्क ही नहीं दे पा रहा जबरदस्ती धमकाने की kosis फुर्सत से निकल,negative
9887,Allah Ham Sabhi Musalman Ko Hifz Iman Me Rakhe Ameen,negative
9888,दूसरों को सीख देने वाला पाकिस्तान उसके घर में अल्पसंख्यकों का क्या हाल होता है वह सीख ले और भारत में रहने वाले मुस्लिम भी सीख ले उसे आज तक क्या मिला है रातो रात इनकी जनसंख्या बढ़ जाती है सुविधाएं मिलती है इनको शरिया कानून चाहिए तो चले जाइए पाकिस्तान में शरिया कानून लागू हो जाएगा,negative
9889,Aur Islam ko chodo yahi hal hoga,negative
9890,Bhago mulana bhago.......dekho ex musl!ms aaye......,negative
9891,Sav qafir jahannam me jayega debate karo behtrin scholer se,negative
9892,Sindh mein balochistan ki tarah liberation army hona chahiye...,negative
9893,"Jannat me to Momin hi jayega.. jahan 72 hoore, Jahilo ka Tola, Terrorists ke group milenge.😂🤣 Hindu to apne karmo ke anusar Swarg me jayenge.😂🤣 Islam to 1400 saal pehle aya, Sanatan to Shristi ki shuruwat se hi hai.🥳 Makka me 8000 saal purane Mandir kaise mile.🤣🤣 Ye namoone jahil hi rahenge.😂 *Shiv the Creator, Shiv the Distroyer* 👍",negative
9894,Tere baap ne dekhi jannat madarchod mulle??? Muhammad ne gaand se bola Aur ye chutiye us harami ko Huzur bolte hai,negative
9895,Ab sadko pe bhik mangti fir bhosdi ki mar or musalmaano ab bhik bhi aadhar card dekh bhik do,negative
9896,"Jo vha ho rha h vhi , hindustan m bhi muslim k khilaf hona chaiye 😡 ..",negative
9897,"Ex Muslims nei Clerics kie aise taisi karrakkhi hai .......,,"" Dar gaya islam """,negative
9898,Ye wrong number k molana hain,negative
9899,"केवल मोहमद,मोहमदवाद,अल्ला के चेले ही पूरे विश्व में मोहमदवादी ही जेहादी दंगाई आतंकवादी क्यों होते हैं ?मोहमद के इन जेहादी आतंकवादियों को टाइट करने के लिए ही अन्यों को भी लड़ाका बनना पड़ता है।",negative
9900,मुसलमानों को हिन्दू बनाओ हिन्दुओं की जनसंख्या अपने आप बढ़ जाएगी...एक्समुस्लिमों द्वारा चलाए जा रहे चैनलों को तन मन धन से सपोर्ट करो...जय हो सनातन धर्म की 🚩🌹🙏,negative
9901,Sab ko pata hai...muslimono ka purbaj Hindu the..ye sab Muslim converted hai...sab ko pata hai owasi motherchod,negative
9902,ईसाई मिसनरी सिर्फ अंधविश्वास फैलाते हैं और कुछ नहीं करते.,negative
9903,Koi logic he nhi hai moulana ke pass,negative
9904,Aur kuchh log Pakistan ko Apna Aaka mante Hain,negative
9905,Yah mullaji firki le raha hai,negative
9906,India chhod do sath Aisa hi hona chahie Jo Apne Naam dun Ko chhod ke,negative
9907,Ys muslim ka purba janma hindu thy,negative
9908,मोदी जी मेरा हाथ जोड़कर विनती है पाकिस्तान से सभी हिन्दू को भारत लाया जाय महेगाई चाहे जितना बडांवो,negative
9909,Madem sameer ko bhe kuch nahee maloom aap debet mea dawet deaker mala mal ker rahea ho money kea lea koee bhe musalman apna eeman beach deata hai Musalma kisee bhe hindu ko kafer nahee bol sakta keyun khuran mea baajafta suret ul kafiroon hai ouskea meanings a hai kea Allhatala musalma say muqhatib ho ker bataya hai kea musalman jis allha ko manta hai o non muslim nahee manta aur non muslim jis ki ebadet kerta hai o musalman nahee manta fermaya allha nea lakum deenakum valeadeen eska matleb hai musalman apnea deen per rahea non muslim apnea deen per zindagi mea kisee insan ko kafir bolna haram hai faisla to jo suret apnea haat say Banaya wahe karega Dunya mea kisee ko jannatee ya jahnname bolna a bhe kabera gunha hai Madem say guzaresh hai khuran aur hadees jannea walon ko dawet deangea takea debet sunnea walon ka knowledge mea ezafa howea Mai es coments mea kisee kea khilaf gaya ho to sob say mafee cahata hoon.,negative
9910,Bas futtna 💥💥💥💥 baki rah gya tha ye Maulana 😂😂😂😂😂😂😂😂,negative
9911,मौलाना जलन को पूछ ले तेरा अल्लाह बड़ा या ईश्वर,negative
9912,Owaisi chor h Inko nikalna hoga,negative
9913,"इस मौलाना को सिर्फ एक शब्द, जाहिल।जैसा मजहब वैसा मौलाना।।",negative
9914,Molana itna maloom hai pura pakistan kalma padha hai bhookhmari ke sikar hai,negative
9915,yr in masalmaano ko ye sochna chahiye ki inhii ke islam pr saari duniyaa kyu svaal utha rhi hai…..Shuru se lekar saara world inkoo hee kyu antakwaadi bolta hai,negative
9916,Jab jabab nahi aya mollana na halla suru kar diya,negative
9917,समीर भाई ने एक-एक करके कुरान की आयतों का हवाला दिया और मुल्ला को एक-एक करके नंगा कर दिया और फिर पीछे से चुदाई की। आप मुल्ला को रोने की इजाजत नहीं दे रहे हैं।,negative
9918,Bharat ke Muslim ka purvaj Hindu hai,negative
9919,Haan bhai ho v skta hai ki purwj Hindu hi hoga Q ki jb mandir tod kr masjid bnaya gya tha Tb to pakka iye Muslim log purwj Hindu hi hoga Aaj dil se Muslim bhai logo ko 10 baar jai sree ram 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,negative
9920,"Maulana ko tameej nhi baat krne ki. Madam, sbko sir nhi bolte. Maulana hai maulana boliye. Behtar agr keval jilani ji boliye. Aur behtr agr keval jilani bole.",negative
9921,आंदोलन जोरदार करो un को सूचना दो हम सब साथ है इन राक्षसों को कोई न छोड़े ये जिहादी सुअर है,negative
9922,Ye log esi ke haqdar thi musalman ho kar chali thi kafiro se eshq mohabbat karne mohabbat sirf eman @ islam walo ke liye hai,negative
9923,Is mei hinduo ki koi galti nahi hai musalmaan khud apne baccho ko apna deen nahi sikhate toh dusre kya kare,negative
9924,मौलाना अशरफ जिलानी कि एसी तैसे कर दि समीर भाई ने जिओ समीर भाई 🚩🚩😅🤞🙏,negative
9925,मुसलमानों की पूर्वज हिंदू इथे किसकी आगे मै कुछ नही बोलता बहुत कुछ है बोलने के लिए,negative
9926,duniya ka sabsey bda terrorist mozhub hai islam,negative
9927,Islam ko chhodoge to Na din ke rahoge na Dunya ke,negative
9928,"Jab slaam dharma hi 536 me banaa to samajho usase pahale ye hindu the,2 bhai ka matbhed ne hindu muslim karaa diyaa",negative
9929,Ham namaz road par namaz majboori men karte hain tumhari kya majboori Lekin pooja karna ho to hamen kya dikkat khoob karo,negative
9930,Itni azadi to India ke musalmano ko bhi nahi hai,negative
9931,Kafar jahanam may jai ga Quran pak may likha hua hai Sheerak krne wala wala dozaq may jai ga . Lykin jo acha insan hai naik hai chahiye wo muslim hai ya non muslim jannat may jai ga saahabay kaaaf ka kuta jannat may jaa sakta hai too ek acha insaan kiu nahi jaa sakta . Allah pak bara gaforo rahim hai sub ko rizak dyta hai sub ki sounta hai woo ik hai . Aghr koi muslim acha nae woo be dozak may jai ga . asaal kafar woo hain jino ny imam hussain a.s ka qatal kiya karbala may zulm daya pani bad kia unn ki too namazy be kam nae aye ghi woo dozak may jai ga . Hindu joo imam hussain a.s ko mante hain woo jannat may lazmi jai gay . kiu k jannat k sardar Imam hussain a.s hain .yee molvi aur ex- muslim k pass koi card nae jannat ka,negative
9932,Hindustan me sirf pooja hi hogi namazi pakistan Jao dharm ke adhaar par batwara hua tha fir yaha ke jeychando ka ilaaz karna padega,negative
9933,Ab koi nahi bolega oic Wale mulla,negative
9934,Tum Allah ko nahi chhod te ho balke Allah tumse deen ki taufiq chhin leta hai. agr sari duniya hi na shukri ho jaye tab bhi Allah badi shaan wala hai. uski Shan me Kami nahi ho sakti.,negative
9935,ye dono hi paide bakchod..... aaise aaise namune molvi pakad ke late hai ye news netionl.... ... ...,negative
9936,Road pe namaz padhte hai to gadi chada do track pe karte hai to train chadado inpar,negative
9937,🤬🤬😡😡kathmullo majority mai aake ye karte ho 😡,negative
9938,"इस्लाम नाम ही दूसरे को कस्ट देना है, तभी तो ये लोग कभी रोड जाम करते हैं तो कभी ट्रेन, jai hind",negative
9939,"👍अपनी बहन के साथ, सगी बेटी के साथ, सगी भांजी-भतिजी के साथ निकाह जायज़ है ऐसे मजहब वाले हमें इस्लाम मे औरतों की इज्जत की बात बताते हैं",negative
9940,"श्री राम बोलो। सम्मान दो नहीं तो, गला रे................................ त देंगे।",negative
9941,Pakistan or bangla desh ke hindu bharat aa jaye or hamare bharat ke sare muslim pls vha chale jaye unko sariya kanun bhi mil jaayega or islamic desh bhi mil jayega ... Jai Hind 🙏❤️🇮🇳,negative
9942,Bhai Bharat me pahle muslim dharm tha hi nhi,negative
9943,Ab kaha gayi 57 muslim des andhi hay kaya,negative
9944,मुल्ला बम मारकर निकल लिया भोसदिका😁,negative
9945,Tum log ka Muharram mein Kitna tarwal lagate ho,negative
9946,Indoneshiya. Yogiko. Mathme. Kahene. Aaya. Tha. Feku sala. Aadam. Or. Hava. A .s. Ka. Kisa. Padho pa,negative
9947,Bahushankyak kya bolte ho Muslim bolo na,negative
9948,Pehle molana ne pyr k baat ki....jab Sameer bhai ne apni baat aayeto k sang rakhi to molana fat gya 😁😁😁,negative
9949,Sameer shi bol rha he challenge kar rha he. Ki kosi baat ko galat sabit kren.lekinbjilani islam ka kala such janta he.use malum he ki kafir shabd sirf islam me he.or koi dharm aisi shabd. Nhi bolta. Islam hi kafir shabd ka istemal karta he..idai dharm kisi ko gaalt nhi bolta vo nhi khta ki muslim narak me sarenge.hindu bhi darv pranion ke sukh or nirog ki kamna karta he.,negative
9950,"Pakistan ke saare hinduon ko india me ghar de diya jaye, india ke saare muslimo ko Pakistan bhej diya jaye. Jai shree krishna",negative
9951,"पीनाज त्यागी जी को सैल्यूट है 🙋🙋 इन लोगों को तो सवाल से डर लगता है…...मुसलमान गलत नहीं है, ये आसमानी किताब की सब करामात है..",negative
9952,Jab aadam alaisalam muslim the un ko banana wala ALLAH h to hamare purwaj hindu kaise huye,negative
9953,Mohram me talbar kyo lhrate ho Ab hindu me lhradiya to Gand fat gai pahe 15 minute 15 minute bol rhe the,negative
9954,Mulana shahab kis thetar me aap log chalejaty ho yha beke huwe log hay bich me jo kabotar bithe hay wah samer ka sath dega,negative
9955,Musalmano k porwaj asur rakchas the sabhi k sabhi surpnakha ki aulade hai❤️,negative
9956,Aadam se duniya suru hui bch me log kafir bne buto ko pujte......fr pyare nabi aayh or nabi ne sabko iman ki rah dikhai jo iman lay apne nabi pr wo muslman bne or hum inhi muslman me h,negative
9957,कुड़ा+आन की वजह से ही मुस्लिम कॉम जेहादी ओर आतंकी बनते हैं इसी वजह से पूरी दुनियां से कट्टर जाहिलों को 72 हूरों के पास प्रतिदिन भेजा जा रहा हैं🤨😎 🏹🔱🚩।। जय हिन्दुराष्ट्र ।।🚩🔱🏹,negative
9958,Yeh likha Nahi hai madam lekin jahilon se debate Karane baith jati hai Kya aap v jahil hai Kya aap karana Kya chahati hai aapko Islam k baare me Kya maalum hai yeh aap Bata de,negative
9959,यह मुल्ला गुंडे जैसी भाषा इस्तेमाल कर रहा है कि यह मस्जिदों में कैसे छोटे-छोटे बच्चों को भड़का आते हैं और लोगों का सर तन से जुदा करले का कॉल देते हैं ऐसे गुंडे मुल्लाना के तेल लगाकर बेलन चढ़ाना चाहिए योगी जी से निवेदन है इस मूल्य का पिछवाड़ा लाल करो जो बच्चों का रेप करता है,negative
9960,Is show me aaj tak ek bhi mulla jankar nahi aya .apne topic se hatkar use sab maloom rahta hai. Humare momin bhai ye sab dekh rahe hai vahi isko masjido me gherenge,negative
9961,"Beshuk likha he per dusre dharm walo ko apatti kyu,tumto tumhare pyaro ko is di niya mehi jala dete ho,yahise dozak me bhej dete ho to fir jannat dozak Milne ka sawal hi kaha he.uperwala ye faisla karega na ki kisko kaha dalna he wo bhi imanwalo ka,tumne to Allah pe iman lar hi nahi to jannat ki expectation kyu.tum to punhjanam me mante ho to thik he,aana wapis Ager Tum mante hoto.hum nahi mante punh janam me.hum bhi uthejaenge (maidane hashr me)on the day of judgement by the god.",negative
9962,"Sameer ke sawal ka jawab dene me halat kharab ho gya molana ka , isliye bhi koi nahi aana chahta exmuslim se debate karne..",negative
9963,Inka namaaj ek din toilet tak aa jayega agar esse hi modi k khilaf aawaj uthane k liye karte rahi to,negative
9964,Muslim ke pass kuch bolane ke liye nahi hota to musalman chillam chilla he karte hai,negative
